index	source_id	exact title	URL	year	venue/company	source_type	direction	priority	relevance
17	09d70e01-bb66-4d4f-b6aa-5ce62389a2a9	AURO: Reinforcement Learning for Adaptive User Retention Optimization in Recommender Systems	https://arxiv.org/pdf/2310.03984	2025	Nanyang Technological University and Kuaishou Technology	industry paper	D2	1	Core
18	a52e5813-8f51-4e6e-b04d-c12674797c5d	Generative Sequential Notification Optimization via Multi-Objective Decision Transformers	https://arxiv.org/pdf/2509.02458	2025	LinkedIn	industry paper	D2	1	Related
19	a6817bf6-d4cc-4dbd-b56e-5c02533ff462	Stratified Expert Cloning for Retention-Aware Recommendation at Scale	https://arxiv.org/html/2504.05628v2	2025	CIKM	industry paper	D2	1	Core
20	f2d45264-e73c-42ed-9104-eccee63801bf	Future Impact Decomposition in Request-level Recommendations	https://arxiv.org/pdf/2401.16108	2024	Kuaishou Technology	industry paper	D2	1	Related
21	7fee3f6b-6faa-436e-aa21-d9477fef7739	Long-term Off-Policy Evaluation and Learning	https://arxiv.org/pdf/2404.15691	2024	Spotify	industry paper	D2	1	Related
22	3183e5a0-4ebb-4f26-bd56-5be0441fe5a5	Modeling User Retention through Generative Flow Networks	https://arxiv.org/pdf/2406.06043	2024	City University of Hong Kong and Kuaishou Technology	industry paper	D2	1	Core
23	5a389db3-49b0-4a99-b6da-bfa1d0e295c5	Impatient Bandits: Optimizing Recommendations for the Long-Term Without Delay	https://arxiv.org/pdf/2307.09943	2023	Spotify	industry paper	D2	1	Related
24	69ceeb8b-8273-4163-8aa6-2a347b6b6d7d	Optimizing Audio Recommendations for the Long-Term: A Reinforcement Learning Perspective	https://arxiv.org/pdf/2302.03561	2023	Spotify	industry paper	D2	1	Core
25	192447f1-df6d-4e75-a91b-b1e550047316	Reinforcing User Retention in a Billion Scale Short Video Recommender System	https://arxiv.org/pdf/2302.01724	2023	Kuaishou Technology (WWW '23)	industry paper	D2	1	Core
26	7b46f4f0-1894-4ce7-a0e3-603669e259f8	Two-Stage Constrained Actor-Critic for Short Video Recommendation	https://arxiv.org/pdf/2302.01680	2023	Kuaishou Technology	industry paper	D2	1	Core
27	b0d40032-08a0-4c62-ad6b-c138b9a2649d	Multi-Task Fusion via Reinforcement Learning for Long-Term User Satisfaction in Recommender Systems	https://arxiv.org/pdf/2208.04560	2022	Tencent Inc. (KDD '22)	industry paper	D2	1	Core
28	2d129fa5-3f44-4781-ad86-aafac5b1edde	User Response Models to Improve a REINFORCE Recommender System	https://doi.org/10.1145/3437963.3441764	2021	WSDM	industry paper	D2	1	Related
29	d75e5cef-8c37-462c-942c-6c3740f90d53	Jointly Learning to Recommend and Advertise	https://doi.org/10.1145/3394486.3403384	2020	KDD	industry paper	D2	1	Related
30	7a977c61-586e-4d30-bdfb-ed4d50db5e0e	Top-K Off-Policy Correction for a REINFORCE Recommender System	https://doi.org/10.1145/3289600.3290999	2019	WSDM	industry paper	D2	1	Related
31	24671e17-db74-4dee-a39b-a66615a2c8b7	Value-aware Recommendation based on Reinforcement Profit Maximization	https://doi.org/10.1145/3308558.3313404	2019	WWW	industry paper	D2	1	Related
32	dba8d2e4-c664-491b-8f06-58fbfca958e7	DRN: A Deep Reinforcement Learning Framework for News Recommendation	https://doi.org/10.1145/3178876.3185994	2018	WWW	industry paper	D2	1	Related
33	f5a62abd-107f-4425-81cc-c84115c70732	Estimating long-term outcome of algorithms	https://research.atspotify.com/2024/5/estimating-long-term-outcome-of-algorithms	2024	Spotify Research	company blog	D3	1	Related
34	c1ecf43e-b2fb-4390-b230-51e1467ae520	Learning the Covariance of Treatment Effects Across Many Weak Experiments	https://arxiv.org/pdf/2402.17637	2024	Netflix	industry paper	D3	1	Related
35	a419bd95-0f0d-4c80-aada-666d4e466722	CC-OR-Net: A Unified Framework for LTV Prediction through Structural Decoupling	https://arxiv.org/html/2601.10176v2	2026	Meituan	industry paper	D4	1	Core
36	ab9db06f-530d-4123-adce-92e44aa285ad	Save, Revisit, Retain: A Scalable Framework for Enhancing User Retention in Large-Scale Recommender Systems	https://arxiv.org/pdf/2511.18013.pdf	2026	Pinterest Inc.	industry paper	D4	1	Core
37	d1771ff1-bd8d-4afc-bd1a-2641e505512f	Mini-Game Lifetime Value Prediction in WeChat	https://arxiv.org/html/2506.11037v3	2025	KDD	industry paper	D4	1	Core
38	9f0afe43-389d-484d-9739-aa4aab3a141e	Trinity: Syncretizing Multi-/Long-Tail/Long-Term Interests All in One	https://doi.org/10.1145/3637528.3671651	2024	KDD	industry paper	D4	1	Related
39	f0fa7383-2d13-484c-b3fc-51757c2c2d9d	Cross-Domain Adaptative Learning for Online Advertisement Customer Lifetime Value Prediction	https://ojs.aaai.org/index.php/AAAI/article/view/25583/25355	2023	Tencent	industry paper	D4	1	Core
40	80cf2edd-3189-41ee-8bb3-15129f84505a	Billion-user Customer Lifetime Value Prediction: An Industrial-scale Solution from Kuaishou	https://arxiv.org/pdf/2208.13358	2022	Kuaishou Technology	industry paper	D4	1	Core
41	29080c52-b3ed-4ef6-b2ad-36e4c1da2d6e	PinnerFormer: Sequence Modeling for User Representation at Pinterest	https://arxiv.org/pdf/2205.04507	2022	Pinterest	industry paper	D4	1	Related
42	58fc435a-363d-4c95-92d4-f6100f86547e	A Sleeping, Recovering Bandit Algorithm for Optimizing Recurring Notifications	https://research.duolingo.com/papers/yancey.kdd20.pdf	2020	Duolingo / KDD	industry paper	D4	1	Core — inferred from source text and shared queue
43	a9ecf330-e216-4712-9780-8d9112d7a12d	A Deep Probabilistic Model for Customer Lifetime Value Prediction	https://arxiv.org/pdf/1912.07753	2019	Google	industry paper	D4	1	Core
44	1c974611-15e5-462d-93e8-7e59a8b17982	Notification Volume Control and Optimization System at Pinterest	http://cdn-static.findly.com.s3.amazonaws.com/wp-content/uploads/sites/1641/2021/08/12173522/notifications-kdd18.pdf	2018	KDD	industry paper	D4	1	Core
45	9056570a-ec35-4c30-af2b-808b91c53de9	Multitask Ranking System for Immersive Feed and No More Clicks: A Case Study of Short-Form Video Recommendation	https://doi.org/10.1145/3583780.3615489	2023	CIKM	industry paper	D5	1	Related
46	ad032348-2b1f-4018-8ed5-15768681767b	Hierarchically Modeling Micro and Macro Behaviors via Multi-Task Learning for Conversion Rate Prediction	https://doi.org/10.1145/3404835.3463053	2021	SIGIR	industry paper	D5	1	Related
47	876bc6f2-0112-448e-8fac-ae78057dc1f0	Modeling the Sequential Dependence among Audience Multi-step Conversions with Multi-task Learning in Targeted Display Advertising	https://doi.org/10.1145/3447548.3467071	2021	KDD	industry paper	D5	1	Related
48	e253a958-bfba-4cf7-aaf8-fb74b5fc6a14	Entire Space Multi-Task Modeling via Post-Click Behavior Decomposition for Conversion Rate Prediction	https://doi.org/10.1145/3397271.3401443	2020	SIGIR	industry paper	D5	1	Related
49	311e06b5-24ae-4a29-93fa-887ce0868211	Large-scale Causal Approaches to Debiasing Post-click Conversion Rate Estimation with Multi-task Learning	https://doi.org/10.1145/3366423.3380037	2020	WWW	industry paper	D5	1	Related
50	f9d15f60-f3ba-4949-bab1-c1ce17615a03	Entire Space Multi-Task Model: An Effective Approach for Estimating Post-Click Conversion Rate	https://doi.org/10.1145/3209978.3210104	2018	SIGIR	industry paper	D5	1	Related
51	cfc316a0-65fd-4330-8add-d39b74011f4d	Rankability-enhanced Revenue Uplift Modeling Framework for Online Marketing	https://xingt-tang.github.io/assets/pdf/rerum_kdd24.pdf	2024	Tencent (KDD '24)	industry paper	D6	1	Related
52	b83e95c9-ea83-45f3-993e-ec1f8a956e8d	Treatment Targeting by AUUC Maximization with Generalization Guarantees	https://arxiv.org/pdf/2012.09897	2020	Criteo AI Lab	industry paper	D6	1	Related
53	519eb255-08ec-4750-a7f8-7321dc17fa15	Trustworthy Online Marketplace Experimentation with Budget-split Design	https://arxiv.org/pdf/2012.08724	2020	LinkedIn Corporation	industry paper	D6	1	Related
54	5ea68e79-8249-42ee-af99-0f0f4dd1840d	Counterfactual Multi-task Learning for Delayed Conversion Modeling in E-commerce Sales Pre-Promotion	https://arxiv.org/html/2604.21675v1	2026	Alibaba Group	industry paper	D7	1	Related
55	d16aaef1-3541-47de-9542-b6cb80a8e3f4	Asymptotically Unbiased Estimation for Delayed Feedback Modeling via Label Correction	https://doi.org/10.1145/3485447.3511965	2022	WWW	industry paper	D7	1	Related
56	adf6d4a9-2fef-4bed-a95e-da11d5b00a5e	Capturing Delayed Feedback in Conversion Rate Prediction via Elapsed-Time Sampling	https://cdn.aaai.org/ojs/16587/16587-13-20081-1-2-20210518.pdf	2021	Alibaba	industry paper	D7	1	Related
57	37991319-4bdb-4953-ac0c-c9206bc92413	Real Negatives Matter: Continuous Training with Real Negatives for Delayed Feedback Modeling	https://arxiv.org/abs/2104.14121	2021	Alibaba	industry paper	D7	1	Related
58	ee57717b-2970-4b54-ac93-ab024d7e503a	Addressing Delayed Feedback for Continuous Training with Neural Networks in CTR prediction	https://doi.org/10.1145/3298689.3347002	2019	RecSys	industry paper	D7	1	Related
59	4eb91866-7a34-46eb-98ae-42405788f46c	Modeling Delayed Feedback in Display Advertising	https://doi.org/10.1145/2623330.2623634	2014	KDD	industry paper	D7	1	Related
60	5f2155d9-f8d0-4247-a21e-eef7f102c721	Fast and Examination-agnostic Reciprocal Recommendation in Matching Markets	https://arxiv.org/pdf/2306.09060	2023	CyberAgent, Inc.	industry paper	D8	1	Core
61	607b5523-bda9-4e62-933f-7c3e67199154	A/B Testing for Recommender Systems in a Two-sided Marketplace	https://arxiv.org/pdf/2106.00762	2021	LinkedIn Corporation	industry paper	D8	1	Related
62	a00fc94f-2ad8-4fa6-b6d9-9c8970cb527e	Model-based Recall in Momo Social Recommendation	https://www.infoq.cn/article/7s6oqecgk8bmckobj0ud	2021	Momo / InfoQ China	company blog	D8	1	Related — inferred from source text and shared queue
63	0f0bb519-890d-4f88-99ee-00e98360f699	Learning Hiring Preferences: The AI Behind LinkedIn Jobs	https://www.linkedin.com/blog/engineering/learning/learning-hiring-preferences-the-ai-behind-linkedin-jobs	2019	LinkedIn	company blog	D8	1	Related
64	b16e1b5b-2f56-4253-bb78-330be2eb93b6	Powering Tinder® — The Method Behind Our Matching	https://www.tinderpressroom.com/powering-tinder-r-the-method-behind-our-matching	2019	Tinder	company blog	D8	1	Core
65	3e635d25-da77-4583-ab24-87e2f143d0e5	MTGR: Industrial-Scale Generative Recommendation Framework in Meituan	https://arxiv.org/pdf/2505.18654	2025	Meituan	industry paper	D9	1	Related
66	e0f5a865-314a-4adb-9c25-7a3c4bbbfb4f	Globally Optimized Mutual Influence Aware Ranking in E-Commerce Search	https://doi.org/10.24963/ijcai.2018/518	2018	IJCAI	industry paper	D1	2	Related
67	2efbddee-ea30-49a0-b0af-584812662706	A Production-Ready RL Framework for Personalized Utility Tuning with Pareto Sweeping in Pinterest Recommender Systems	https://arxiv.org/pdf/2605.16344.pdf	2026	Pinterest / arXiv	industry-lab arXiv	D2	2	Core — inferred from source text and shared queue
68	2856572a-f50a-4c07-8485-d9b948ea9547	Long-term User Engagement Optimization through Model-agnostic Downstream Rewards Learning	https://arxiv.org/pdf/2607.14192	2026	Pinterest / arXiv	industry-lab arXiv	D2	2	Core — inferred from source text and shared queue
69	143f8c4b-085c-4fd4-a106-62e362d0af73	KuaiSim: A Comprehensive Simulator for Recommender Systems	https://arxiv.org/abs/2309.12645	2023	City University of Hong Kong and Kuaishou Technology	industry-lab arXiv	D2	2	Related
70	a9cf9b68-dceb-4cf2-9738-10f4cb991af0	Reinforcement Learning for Slate-based Recommender Systems: A Tractable Decomposition and Practical Methodology	https://arxiv.org/abs/1810.02019	2019	arXiv	industry-lab arXiv	D2	2	Related
71	e1bc778c-af5d-4682-aa59-fe3ee9e57afa	SLATEQ: A Tractable Decomposition for Reinforcement Learning with Recommendation Sets	https://research.google/pubs/slateq-a-tractable-decomposition-for-reinforcement-learning-with-recommendation-sets/	2019	IJCAI	industry paper	D2	2	Related
72	2a94d6c3-3337-4a8c-af75-1733f35e8e77	Estimating the Long-Term Effects of Novel Treatments: The Dynamically Adjusted Surrogate Index	https://arxiv.org/pdf/2103.08390	2021	Microsoft Research	industry-lab arXiv	D3	2	Related
73	4e0cbb02-d402-485e-8cb7-c37581a20095	Evaluating for the Long Term: Learnings from Industry	https://arxiv.org/pdf/2608.08043	2026	Multi-company workshop report / arXiv	industry report	D3	2	Core — inferred from source text and shared queue
74	e33e4636-ba5b-4b65-a4b4-abeb9df03476	Choosing a Proxy Metric from Past Experiments	https://arxiv.org/pdf/2309.07893	2024	Google DeepMind and Google	industry-lab arXiv	D3	2	Related
75	ad7e1e30-9bb9-47cb-ad2b-c14326f53adb	Evaluating the Surrogate Index as a Decision-Making Tool Using 200 A/B Tests at Netflix	https://arxiv.org/pdf/2311.11922	2023	Netflix	industry-lab arXiv	D3	2	Related
76	0c4393ea-b677-42e2-8fa0-410244bffdcf	Pareto Optimal Proxy Metrics	https://arxiv.org/pdf/2307.01000	2023	Google Inc.	industry-lab arXiv	D3	2	Related
77	43084729-4a01-433c-b6bc-c5316c19ea31	ESCM2: Entire Space Counterfactual Multi-Task Model for Post-Click Conversion Rate Estimation	https://arxiv.org/pdf/2204.05125	2022	Ant Group	industry paper	D5	2	Related
78	d2fd72ac-007a-406b-8dad-327ba54d2e27	Multi-channel Uplift Policy Learning	https://arxiv.org/html/2607.28182v1	2026	Alibaba Group (Peking University)	industry-lab arXiv	D6	2	Related
79	ca3a7f72-3089-435d-a0ba-7bea28e3ec04	Invariant Deep Uplift Modeling for Incentive Assignment in Online Marketing via Probability of Necessity and Sufficiency	https://icml.cc/virtual/2025/poster/44136	2025	ICML	industry paper	D6	2	Related
80	b4e2ce31-88fe-424d-8c3f-1d8556be95f1	End-to-End Cost-Effective Incentive Recommendation under Budget Constraint with Uplift Modeling	https://alphaxiv.org/abs/2408.11623v2	2024	Renmin University of China and Tencent	industry-lab arXiv	D6	2	Related
81	25c2b5cc-66ac-4306-85e1-4449ddd2122b	Delayed Feedback Modeling for the Entire Space Conversion Rate Prediction	https://arxiv.org/abs/2011.11826	2021	AAAI	industry paper	D7	2	Related
82	4ef16774-a526-400c-b04a-c9174befc015	Handling many conversions per click in modeling delayed feedback	https://arxiv.org/abs/2101.02284	2021	arXiv	industry-lab arXiv	D7	2	Related
83	1ae7b034-c323-4d51-a44d-d3a1cef6e542	An Attention-based Model for Conversion Rate Prediction with Delayed Feedback via Post-click Calibration	https://www.ijcai.org/proceedings/2020/487	2020	IJCAI	industry paper	D7	2	Related
84	77672c58-eff8-4ee5-a730-43b6ed06b4ed	Balancing Fairness and High Match Rates in Reciprocal Recommender Systems: A Nash Social Welfare Approach	https://arxiv.org/pdf/2601.13609	2026	CyberAgent / arXiv	industry-lab arXiv	D8	2	Core — inferred from source text and shared queue
85	cbf29081-70cb-49bd-be1d-1bfae0bb6353	Understanding Guest Preferences and Optimizing Two-sided Marketplaces: Airbnb as an Example	https://arxiv.org/pdf/2607.00280	2026	Airbnb / arXiv	industry-lab arXiv	D8	2	Related — inferred from source text and shared queue
86	f754f8d2-b983-4748-b78b-30e03af881fd	Counterfactual Reciprocal Recommender Systems for User-to-User Matching	https://arxiv.org/pdf/2508.01867	2025	Sony Group Corporation	industry paper	D8	2	Core
87	b6fafb25-1588-4651-bd7e-b8ca5f8fe35d	Off-Policy Evaluation and Learning for Matching Markets	https://arxiv.org/pdf/2507.13608	2025	Wantedly, inc.	industry paper	D8	2	Core
88	054783f6-203c-4b97-a77d-0ca743403f9b	CUPID: A Real-Time Session-Based Reciprocal Recommendation System for a One-on-One Social Discovery Platform	https://arxiv.org/pdf/2410.18087	2024	Hyperconnect	industry-lab arXiv	D8	2	Core
89	1423fb97-7bb3-473f-9623-9650da1e8c9a	Seller-Side Experiments under Interference Induced by Feedback Loops in Two-Sided Platforms	https://arxiv.org/pdf/2401.15811	2024	Tencent	industry-lab arXiv	D8	2	Related
90	84a66338-bc3e-41a8-86b0-7881ded409a6	Reciprocal Sequential Recommendation	https://arxiv.org/pdf/2306.14712	2023	Renmin University of China and BOSS Zhipin	industry-lab arXiv	D8	2	Core
91	4ba7e7e4-49ad-4e71-8929-93d3dac737e7	Hinge employs new algorithm to find your 'most compatible' match	https://techcrunch.com/2018/07/11/hinge-employs-new-algorithm-to-find-your-most-compatible-match-for-you/	2018	TechCrunch	industry article	D8	2	Core
92	2b39237f-fc83-4360-8d0a-93becf9c5279	GenPage: Towards End-to-End Generative Homepage Construction at Netflix	https://arxiv.org/pdf/2606.31031	2026	Netflix / RecSys	industry-lab arXiv	D9	2	Related — inferred from source text and shared queue
93	68e3eb21-c1c7-4a91-b6c5-da922473cbd4	GenRec: An LLM-Backed Recommendation Ranker at Netflix	https://arxiv.org/pdf/2608.10257.pdf	2026	Netflix / arXiv	industry-lab arXiv	D9	2	Related — inferred from source text and shared queue
94	2a19828f-0993-44c5-ae11-4c348da49b13	MTFM: A Scalable and Alignment-free Foundation Model for Industrial Recommendation in Meituan	https://arxiv.org/html/2602.11235v2	2026	Meituan	industry-lab arXiv	D9	2	Related
95	7eab8b6f-1e09-402a-83bf-f2f04bc7fe66	One Model to Rank Them All: Unifying Online Advertising with End-to-End Learning	https://arxiv.org/abs/2505.19755	2025	Meituan	industry-lab arXiv	D9	2	Core
96	af8ecac6-87ed-4222-b054-740c4d3de8cb	OneRec-V2 Technical Report	https://arxiv.org/html/2508.20900v1	2025	Kuaishou Technology	industry-lab arXiv	D9	2	Core
97	3e16b474-a652-4380-a68b-1b5664cdad41	OneRec: Unifying Retrieve and Rank with Generative Recommender and Iterative Preference Alignment	https://arxiv.org/abs/2502.18965	2025	Kuaishou / arXiv	industry-lab arXiv	D9	2	Related — verified by arXiv/DBLP
98	dadd6014-f989-4959-a4bd-9266ad6dbdc5	Maximum-Entropy Regularized Decision Transformer with Reward Relabelling for Dynamic Recommendation	https://arxiv.org/html/2406.00725v1	2024	KDD	academic	D2	3	Related
99	8fa3230b-b02b-4a06-be8d-cebe193d4223	PROXIMA: Proxy Metric Validation with Segment-Level Fragility Detection for Online Controlled Experiments	https://arxiv.org/html/2604.14352v1	2026	Rochester Institute of Technology	academic	D3	3	Related
100	3933c4bd-83a3-4413-91d5-fa749fabcafa	The Proximal Surrogate Index: Long-Term Treatment Effects under Unobserved Confounding	https://arxiv.org/pdf/2601.17712	2026	arXiv	academic	D3	3	Related — inferred from source text and shared queue
101	f19c6829-6721-46d7-b6b5-9fc1301a9b16	The Surrogate Index: Combining Short-Term Proxies to Estimate Long-Term Treatment Effects More Rapidly and Precisely	https://www.nber.org/system/files/working_papers/w26463/w26463.pdf	2019	NBER / Review of Economic Studies	academic	D3	3	Core — inferred from source text and shared queue
102	dc23ab85-0648-42fa-821c-297f4dc06534	Break the Inaccessible Boundary: Distilling Post-Conversion Content for User Retention Modeling	https://arxiv.org/pdf/2604.25839	2026	arXiv	academic	D4	3	Core — inferred from verified title/abstract and shared queue
103	c4848299-fb1a-4ff6-a732-61282faada22	Rethinking Causal Ranking: A Balanced Perspective on Uplift Model Evaluation	https://icml.cc/virtual/2025/poster/44364	2025	ICML 2025	academic	D6	3	Related
104	dda900fd-af47-45b1-866d-5dcb66bcfaa9	Two-Sided Prioritized Ranking: A Coherency-Preserving Design for Marketplace Experiments	https://arxiv.org/pdf/2502.09806	2025	arXiv	academic	D6	3	Related
105	8a6bd8c7-0b70-4613-90a8-dab7168c19f1	Tackling Interference Induced by Data Training Loops in A/B Tests: A Weighted Training Approach	https://arxiv.org/pdf/2310.17496	2024	University of Chicago	academic	D6	3	Related
106	9344afc4-f9ef-47db-aa0e-d914576953a3	Learning to Rank for Uplift Modeling	https://arxiv.org/pdf/2002.05897	2020	Vrije Universiteit Brussel	academic	D6	3	Related
107	bffc8cb9-d318-4273-bc5e-2e458c5cf253	Delayed Feedback Modeling with Influence Functions	https://ojs.aaai.org/index.php/AAAI/article/view/38483/42445	2026	AAAI	academic	D7	3	Related
108	8b7867b6-068b-4ebe-8f51-91961aead54f	Online Conversion Rate Prediction via Multi-Interval Screening and Synthesizing under Delayed Feedback	https://ojs.aaai.org/index.php/AAAI/article/view/28726/29402	2024	Institute of Computing Technology, CAS (AAAI-24)	academic	D7	3	Related
109	3e6b9c81-c1f1-4601-8363-9e215d7395b0	Generalized Delayed Feedback Model with Post-Click Information in Recommender Systems	https://proceedings.neurips.cc/paper_files/paper/2022/file/a7f90da65dd41d699d00e95700e6fa1e-Paper-Conference.pdf	2022	NeurIPS	academic	D7	3	Related
110	67faf577-5c46-4fd6-ab18-c10c94e30ef7	Counterfactual Reward Modification for Streaming Recommendation with Delayed Feedback	https://doi.org/10.1145/3404835.3462892	2021	SIGIR	academic	D7	3	Related
111	3509eb18-a2a8-4240-bb4d-71f76f3529aa	A Nonparametric Delayed Feedback Model for Conversion Rate Prediction	https://arxiv.org/abs/1802.00255	2018	arXiv	academic	D7	3	Related
112	3b36b297-2314-43e3-84d7-b70594cead9f	Integrating Predictive Models into Two-Sided Recommendations: A Matching-Theoretic Approach	https://arxiv.org/pdf/2602.19689	2026	arXiv	academic	D8	3	Core — inferred from source text and shared queue
113	9f98f857-7140-4fc0-9f17-cde7028d8fa6	Fair Reciprocal Recommendation in Matching Markets	https://arxiv.org/pdf/2409.00720	2024	RecSys	academic	D8	3	Core
114	0e509aae-d04d-49d7-bfff-1f6322a88e31	Revisiting Reciprocal Recommender Systems: Metrics, Formulation, and Method	https://arxiv.org/abs/2408.09748	2024	KDD	academic	D8	3	Core
115	d6cb3b6e-ec63-485d-b536-51adab347bec	Managing Congestion in Two-Sided Platforms: The Case of Online Rentals	https://arxiv.org/pdf/2308.14703	2023	Columbia University and California Institute of Technology	academic	D8	3	Core
116	ca9ef34f-f462-4c3e-b8c3-3bd64b0bedfc	Interference, Bias, and Variance in Two-Sided Marketplace Experimentation: Guidance for Platforms	https://arxiv.org/pdf/2104.12222	2022	Stanford University	academic	D8	3	Related
117	f842d07a-9922-43b0-8909-5665c54cd553	Matching Theory-based Recommender Systems in Online Dating	https://arxiv.org/abs/2208.11384	2022	RecSys	academic	D8	3	Core
118	0139e40e-00b6-4551-8077-86cc02518a05	Optimizing Rankings for Recommendation in Matching Markets	https://arxiv.org/pdf/2106.01941	2021	Cornell University	academic	D8	3	Core
119	e3edec23-9654-4bd7-a26c-99f06b789464	Reciprocal Recommender Systems: Analysis of State-of-Art Literature, Challenges and Opportunities towards Social Recommendation	https://arxiv.org/pdf/2007.16120v2	2020	DaSCI, University of Granada	academic	D8	3	Core
120	aef5c663-2ef3-4556-a4b9-4c755be7e23b	Online Reciprocal Recommendation with Theoretical Performance Guarantees	http://papers.neurips.cc/paper/8047-online-reciprocal-recommendation-with-theoretical-performance-guarantees.pdf	2018	Sapienza University of Rome & Google (NeurIPS 2018)	academic	D8	3	Core
